html_url,stargazers_count,language,topics,description,loc,source_files,model_files,data_files,type,relation,,,
https://github.com/TiankaiHang/Min-SNR-Diffusion-Training,111,Python,diffusion-models|efficient-diffusion-training,[ICCV 2023] Efficient Diffusion Training via Min-SNR Weighting Strategy,5121,35,0,1,TODO: <>,TODO: <>,,,
https://github.com/zhangqibot/Tencent2020_Top5,80,Python,,2020????????????????????????????????????????????????????????????,5266,45,0,3,TODO: <>,TODO: <>,,,
https://github.com/m-decoster/fpt4slt,13,Python,,,5942,27,0,1,TODO: <>,TODO: <>,,,
https://github.com/ise-uiuc/nnsmith,94,Python,compiler|deep-learning|fuzzing|machine-learning|pytorch|tensorflow,Automatic DNN generation for fuzzing and more,11150,84,0,10,TODO: <>,TODO: <>,,,
https://github.com/JoergFranke/ADNC,93,Python,babi|deep-learning|dnc|mann|nlp|question-answering,Advanced Differentiable Neural Computer (ADNC) with application to bAbI task and CNN RC task.,5249,63,0,9,TODO: <>,TODO: <>,,,
https://github.com/stevliu/self-conditioned-gan,150,Python,,Diverse Image Generation via Self-Conditioned GANs,5853,77,0,4,TODO: <>,TODO: <>,,,
https://github.com/goodbai-nlp/Sem-Dialogue,45,Python,dialogue|semantic,"Code for our paper ""Semantic Representation for Dialogue Modeling"" in ACL2021",6485,60,0,8,TODO: <>,TODO: <>,,,
https://github.com/fpour/DGB,47,Python,,Dynamic Graph Benchmark,7543,53,0,7,TODO: <>,TODO: <>,,,
https://github.com/andvg3/LSDM,18,Python,diffusion-models|generative-model|scene-synthesis,"Dataset and Code for NeurIPS2023 paper ""Language-driven Scene Synthesis using Multi-conditional Diffusion Model""",15419,92,0,10,TODO: <>,TODO: <>,,,
https://github.com/DIVA-DIA/DIVA-DAF,15,Python,,Main repo for unsupervised framework and experiments,9841,372,0,108,TODO: <>,TODO: <>,,,
https://github.com/hvoss-techfak/AQGT,10,Python,,Official Implementation of AQ-GT: a Temporally Aligned and Quantized GRU-Transformer for Co-Speech Gesture Synthesis with the extension (AQ-GT-A) from the paper Augmented Co-Speech Gesture Generation: Including Form and Meaning Features to Guide Learning-Based Gesture Synthesis. ,14582,82,0,2,TODO: <>,TODO: <>,,,
https://github.com/wangkua1/nemo-cvpr2023,34,Python,3d-human-mesh|3d-human-motion|3d-human-pose|3d-human-shape-and-pose-estimation|neural-fields,"[CVPR 2023 Highlight]  Official implementation of ""NeMo: 3D Neural Motion Fields from Multiple Video Instances of the Same Action""",40297,249,2,9,TODO: <>,TODO: <>,,,
https://github.com/wangcunxiang/Can-PLM-Serve-as-KB-for-CBQA,23,Python,,The code and data for ACL2021 paper <Can Generative Pre-trained Language Models Serve as Knowledge Bases for Closed-book QA?>,13070,121,0,163,TODO: <>,TODO: <>,,,
https://github.com/mljar/mljar-supervised,2803,Python,automated-machine-learning|automatic-machine-learning|automl|catboost|data-science|decision-tree|ensemble|feature-engineering|hyper-parameters|hyperparameter-optimization|lightgbm|machine-learning|mljar|models-tuning|neural-network|random-forest|scikit-learn|shap|tuning-algorithm|xgboost,"Python package for AutoML on Tabular Data with Feature Engineering, Hyper-Parameters Tuning, Explanations and Automatic Documentation",16091,161,0,17,TODO: <>,TODO: <>,,,
https://github.com/bytedance/neurst,288,Python,,Neural end-to-end Speech Translation Toolkit,20229,258,0,6,TODO: <>,TODO: <>,,,
https://github.com/SLDGroup/MERIT,13,Python,,,10982,75,0,8,TODO: <>,TODO: <>,,,
https://github.com/Open-Speech-EkStep/indic-punct,30,Python,,,19683,534,0,13,TODO: <>,TODO: <>,,,
https://github.com/OpenBMB/CPM-Bee,2630,Python,,?????????????????????????????????????????????,5873,61,0,8,TODO: <>,TODO: <>,,,
https://github.com/danier97/LDMVFI,56,Python,,"""LDMVFI: Video Frame Interpolation with Latent Diffusion Models"", Duolikun Danier, Fan Zhang, David Bull",7785,38,0,0,TODO: <>,TODO: <>,,,
https://github.com/GongyeLiu/SSD,31,Python,,"Official implementation of ""Accelerating Diffusion Models for Inverse Problems through Shortcut Sampling""",5424,39,0,18,TODO: <>,TODO: <>,,,
https://github.com/AllenCellModeling/pytorch_integrated_cell,41,Python,autoencoder|cell-analysis|cell-biology|generative-adversarial-network|machine-learning|neural-networks|python|pytorch|science-research,Integrated Cell project implemented in pytorch,12583,137,0,5,TODO: <>,TODO: <>,,,
https://github.com/msr-fiddle/synergy,35,Python,,,50391,494,0,24,TODO: <>,TODO: <>,,,
https://github.com/EngineeringSoftware/CoditT5,24,Python,machine-learning|pretrained-language-model|software-engineering,"Code and data for ""CoditT5: Pretraining for Source Code and Natural Language Editing"" in ASE 2022.",6324,45,0,5,TODO: <>,TODO: <>,,,
https://github.com/Jittor-Image-Models/Jittor-Image-Models,45,Python,efficientnet|hrnet|jittor|resnet|timm|vit,Jittor Image Models is a library for pulling together a wide variety of SOTA deep learning models in the Jittor framework.,9207,69,0,1,TODO: <>,TODO: <>,,,
https://github.com/freelawproject/courtlistener,428,Python,courts|government|government-data|legaltech,"A fully-searchable and accessible archive of court data including growing repositories of opinions, oral arguments, judges, judicial financial records, and federal filings.",77457,653,0,210,TODO: <>,TODO: <>,,,
https://github.com/EdinburghNLP/SPICE,15,Python,,Semantic Parsing for Conversational Question Answering over Large Knowledge Graphs,7542,62,0,2,TODO: <>,TODO: <>,,,
https://github.com/xlxwalex/FCGEC,73,Python,corpus|dataset|emnlp|emnlp2022|gec|grammatical-error-correction,"The Corpus & Code for EMNLP 2022 paper ""FCGEC: Fine-Grained Corpus for Chinese Grammatical Error Correction"" | FCGEC????????????????????????????????????",5243,73,0,11,TODO: <>,TODO: <>,,,
https://github.com/GiulioRossetti/ndlib,257,Python,complex-networks|epidemics|opinion-dynamics|simulation,Network Diffusion Library - (for NetworkX and iGraph),8512,89,0,18,TODO: <>,TODO: <>,,,
https://github.com/Autostronomy/AstroPhot,49,Python,astronomy|python|pytorch|science-research|scientific-computing,"A fast, flexible, automated, and differentiable astronomical image 2D forward modelling tool for precise parallel multi-wavelength photometry",13237,107,0,5,TODO: <>,TODO: <>,,,
https://github.com/danielhers/tupa,72,Python,natural-language-processing|semantic-parser,Transition-based UCCA Parser,5286,58,0,362,TODO: <>,TODO: <>,,,
https://github.com/CVMI-Lab/PLA,183,Python,3d-scene-understanding|cvpr2023|deep-learning|open-vocabulary|open-world,(CVPR 2023) PLA: Language-Driven Open-Vocabulary 3D Scene Understanding,7493,87,0,7,TODO: <>,TODO: <>,,,
https://github.com/JaidedAI/EasyOCR,19929,Python,cnn|crnn|data-mining|deep-learning|easyocr|image-processing|information-retrieval|lstm|machine-learning|ocr|optical-character-recognition|python|pytorch|scene-text|scene-text-recognition,"Ready-to-use OCR with 80+ supported languages and all popular writing scripts including Latin, Chinese, Arabic, Devanagari, Cyrillic and etc.",12055,85,0,191,TODO: <>,TODO: <>,,,
https://github.com/Pale-Blue-Dot-97/Minerva,11,Python,cnn|deep-learning|deep-neural-networks|fcn|land-cover-classification|multi-layer-perceptron|multi-spectral|neural-networks|python|pytorch|remote-sensing|resnet|torchgeo|torchvision,Minerva project includes the minerva package that aids in the fitting and testing of neural network models. Includes pre and post-processing of land cover data. Designed for use with torchgeo datasets.,8946,72,0,6,TODO: <>,TODO: <>,,,
https://github.com/yingyuankai/AiSpace,27,Python,aispace|albert-chinese|bert|chinese|clue|cmrc2018|dureader|electra|ernie|lr-finder|pretrained-language-model|pretrained-models|roberta-chinese|swa|tensorflow2|xlnet,AiSpace:  Better practices for deep learning model development and deployment For Tensorflow 2.0,15328,168,0,9,TODO: <>,TODO: <>,,,
https://github.com/Buzz-Beater/GEP_PAMI,12,Python,,Code for TPAMI 2020 paper - A Generalized Earley Parser for Human Activity Parsing and Prediction,6588,73,0,1,TODO: <>,TODO: <>,,,
https://github.com/espnet/espnet_onnx,135,Python,,Onnx wrapper for espnet infrernce model,8588,143,0,4,TODO: <>,TODO: <>,,,
https://github.com/Trinkle23897/tuixue.online-visa,704,Python,,https://tuixue.online/visa/ A Real-time Display of U.S. Visa Appointment Status Website ??????????????????????????????????????????????????????,5309,90,2,20,TODO: <>,TODO: <>,,,
https://github.com/jokieleung/Maria,27,Python,,"PyTorch implementation for ACL 2021 paper ""Maria: A Visual Experience Powered Conversational Agent"".",51866,454,1,51,TODO: <>,TODO: <>,,,
https://github.com/ParisNeo/lollms,158,Python,,Lord of LLMS,7272,56,0,23,TODO: <>,TODO: <>,,,
https://github.com/guxm2021/MM_ALT,10,Python,automatic-lyric-transcription|multimodal-deep-learning|speech-recognition|transformers,[MM 2022 Oral] MM-ALT: A Multimodal Automatic Lyric Transcription System,27148,151,1,6,TODO: <>,TODO: <>,,,
https://github.com/ingo-m/pyprf,12,Python,,A free & open python tool for population receptive field analysis.,42164,46,0,1098,TODO: <>,TODO: <>,,,
https://github.com/Computer-Vision-in-the-Wild/Elevater_Toolkit_IC,52,Python,,Toolkit for Elevater Benchmark,8953,64,0,2,TODO: <>,TODO: <>,,,
https://github.com/luogen1996/OneTeacher,72,Python,,,6866,52,0,11,TODO: <>,TODO: <>,,,
https://github.com/StefanHeng/Symbolic-Music-Generation,15,Python,autoregressive-models|melody-extraction|melody-generation|midi|music-generation|music-xml|nlp|reformer|representation-learning|transformer|transformer-decoder|transformer-xl|transformers-models,Symbolic music generation taking inspiration from NLP and human composition process,9447,64,0,2,TODO: <>,TODO: <>,,,
https://github.com/aws-samples/sagemaker-custom-project-templates,181,Python,,,149199,1721,0,321,TODO: <>,TODO: <>,,,
https://github.com/fhaghighi/DiRA,76,Python,collaborative-learning|contrastive-learning|instance-discrimination|medical-imaging|self-supervised-learning|transfer-learning,"Official PyTorch Implementation for DiRA: Discriminative, Restorative, and Adversarial Learning for Self-supervised Medical Image Analysis - CVPR 2022",5283,76,0,8,TODO: <>,TODO: <>,,,
https://github.com/google-deepmind/sonnet,9609,Python,artificial-intelligence|deep-learning|machine-learning|neural-networks|tensorflow,TensorFlow-based neural network library,13052,145,0,4,TODO: <>,TODO: <>,,,
https://github.com/himashi92/VT-UNet,193,Python,3d-medical-imaging-segmentation|brats-dataset|deep-learning|mri|pure-transformer|pytorch|pytorch-implementation|segmentation|semantic-segmentation|transformer|tumor-segmentation|vision-transformer|volumetric-transformer|vtunet,[MICCAI2022] This is an official PyTorch implementation for A Robust Volumetric Transformer for Accurate 3D Tumor Segmentation,14644,119,0,6,TODO: <>,TODO: <>,,,
https://github.com/jscant/PointVS,17,Python,,SE(3)-equivariant point cloud networks for virtual screening,9686,61,1,1,TODO: <>,TODO: <>,,,
https://github.com/firmenich/MultiTask-GNN,23,Python,,Github repository for the Multitask-GNN paper,7362,178,0,7,TODO: <>,TODO: <>,,,
https://github.com/ankitgoyal0301/Homemade-RecipeBowl-Your-Ingredients-Our-Recipes,40,Python,deep-learning|ingredients-search|recipe-generator|recipe-search|recipe-website|recipebowl|recipes|recipes-app,An application that will assist an end-user to explore a variety of recipes with the available ingredients in one?????????s ki,116171,658,17,121,TODO: <>,TODO: <>,,,
https://github.com/ApeironY/Modular-Trajectory-Prediction-Toolkit,16,Python,,"Codes for paper ""Three Steps to Multimodal Trajectory Prediction: Modality Clustering, Classification and Synthesis"", ""Human Trajectory Prediction with Momentary Observation"" and ""Stimulus Verification is a Universal and Effective Sampler in Multi-modal Human Trajectory Prediction""",5164,37,0,130,TODO: <>,TODO: <>,,,
https://github.com/zcxu-eric/AVA-AVD,30,Python,,,11115,110,0,2,TODO: <>,TODO: <>,,,
https://github.com/A4Bio/ProteinInvBench,77,Python,,"The official implementation of the paper ProteinInvBench: Benchmarking Protein Design on Diverse Tasks, Models, and Metrics",7441,86,0,7,TODO: <>,TODO: <>,,,
https://github.com/prasadtalasila/IRCLogParser,14,Python,,Parsing and analysis of IRC logs,7310,95,0,4797,TODO: <>,TODO: <>,,,
https://github.com/SahilChachra/Video-Analytics-Dashboard,66,Python,dashboard|deepsort|detection|streamlit|tool|tracking|yolov5,Video Analytics dashboard built using YoloV5 and Streamlit,7241,70,2,12,TODO: <>,TODO: <>,,,
https://github.com/naver-ai/talebrush,10,Python,,The official source code for TaleBrush (CHI 2022),7951,40,0,24,TODO: <>,TODO: <>,,,
https://github.com/Marsilea-viz/marsilea,20,Python,data-science|data-visualization|heatmap|matplotlib|oncoprint|upset|visualization|x-layout,Create x-layout visualization,7317,65,0,58,TODO: <>,TODO: <>,,,
https://github.com/navs5/pointNetGraspClassifier,11,Python,,Using the PointNet architecture to create a robotic arm grasp classifier. ,16551,111,0,25,TODO: <>,TODO: <>,,,
https://github.com/microsoft/Bringing-Old-Photos-Back-to-Life,13855,Python,gans|generative-adversarial-network|image-manipulation|image-restoration|old-photo-restoration|photo-restoration|photos|pytorch,Bringing Old Photo Back to Life (CVPR 2020 oral),6599,63,0,22,TODO: <>,TODO: <>,,,
https://github.com/weiyithu/LiDAR-Distillation,96,Python,3d-object-detection|domain-adaptation|lidar-point-cloud,[ECCV 2022] LiDAR Distillation: Bridging the Beam-Induced Domain Gap for 3D Object Detection,12779,126,0,2,TODO: <>,TODO: <>,,,
https://github.com/rosbag-sharing-community/amber,15,Python,,AMBER: Automated annotation and Multimodal Bag Extraction for Robotics,26346,43,0,44,TODO: <>,TODO: <>,,,
https://github.com/linyongver/ZIN_official,15,Python,,This is the implementation for the NeurIPS 2022 paper: ZIN: When and How to Learn Invariance Without Environment Partition?,5069,41,1,1,TODO: <>,TODO: <>,,,
https://github.com/machow/siuba,1057,Python,data-analysis|dplyr|pandas|python|sql,Python library for using dplyr like syntax with pandas and SQL,9965,133,0,6,TODO: <>,TODO: <>,,,
https://github.com/VPGTrans/VPGTrans,241,Python,large-scale-language-modeling|llm|vision-language-model|vl-llm,"Codes for VPGTrans: Transfer Visual Prompt Generator across LLMs. VL-LLaMA, VL-Vicuna.",16726,126,0,42,TODO: <>,TODO: <>,,,
https://github.com/yuanxiaosc/Multiple-Relations-Extraction-Only-Look-Once,342,Python,bert-model|entity-extraction|information-extraction|joint-models|relation-extraction|tensorflow-models,Multiple-Relations-Extraction-Only-Look-Once. Just look at the sentence once and extract the multiple pairs of entities and their corresponding relations. ?????????????????????????????????????????????????????????????????????????????????????????????,8781,27,0,4,TODO: <>,TODO: <>,,,
https://github.com/jonaselgammal/GPry,15,Python,,A Package for Bayesian inference of expensive likelihoods with Gaussian Processes,5633,29,0,8,TODO: <>,TODO: <>,,,
https://github.com/ximinng/DiffSketcher,135,Python,,"[NIPS 2023]  Official implementation for ""DiffSketcher: Text Guided Vector Sketch Synthesis through Latent Diffusion Models"" https://arxiv.org/abs/2306.14685",5945,71,3,1,TODO: <>,TODO: <>,,,
https://github.com/facebookresearch/grounding-inductive-biases,16,Python,,"reproduces experiments from ""Grounding inductive biases in natural images: invariance stems from variations in data""",6314,71,0,1,TODO: <>,TODO: <>,,,
https://github.com/giguru/converse,10,Python,,,14326,189,0,177,TODO: <>,TODO: <>,,,
https://github.com/dbetm/handwritten-flowchart-with-cnn,61,Python,artificial-vision|convolutional-neural-networks|deep-learning|flowchart|flowchart2code|graphs|handwritten|handwritten-flowcharts|image2code|object-detection|python,Recognition of handwritten flowcharts using convolutional neural networks to generate C source code and reconstructed digital flowchart.,5155,61,0,200,TODO: <>,TODO: <>,,,
https://github.com/ccnmaastricht/angorapy,14,Python,deep-learning|distributed-computing|goal-driven|neuroscience|reinforcement-learning|tensorflow,Build Goal-driven Models of the Sensorimotor Cortex with Ease.,9899,126,0,78,TODO: <>,TODO: <>,,,
https://github.com/Arrowes/CEAM-YOLOv7,39,Python,,CEAM-YOLOv7: Improved YOLOv7 Based on Channel Expansion and Attention Mechanism for Driver Distraction Behavior Detection,134329,594,25,315,TODO: <>,TODO: <>,,,
https://github.com/inspire-group/hydra,87,Python,,"Code and checkpoints of compressed networks for the paper titled ""HYDRA: Pruning Adversarially Robust Neural Networks"" (NeurIPS 2020) (https://arxiv.org/abs/2002.10509). ",5484,42,0,4,TODO: <>,TODO: <>,,,
https://github.com/chaoyi-wu/Finetune_LLAMA,206,Python,,???????????????LLaMA???????????????,658671,2445,0,142,TODO: <>,TODO: <>,,,
https://github.com/facebookresearch/eft,349,Python,,visualization code for 3D human body annotation by EFT (Exemplar Fine-tuning),23696,125,0,3,TODO: <>,TODO: <>,,,
https://github.com/heronsystems/adeptRL,202,Python,actor-critic|artificial-intelligence|atari|pysc2|pytorch|reinforcement-learning|starcraft2-ai,Reinforcement learning framework to accelerate research,7211,138,0,4,TODO: <>,TODO: <>,,,
https://github.com/CaptainEven/YOLOV4_MCMOT,102,Python,,Using YOLOV4 as detector for MCMOT.,6969,57,0,9,TODO: <>,TODO: <>,,,
https://github.com/deepinsight/insightface,18649,Python,age-estimation|arcface|face-alignment|face-detection|face-recognition|mxnet|oneflow|paddlepaddle|pytorch|retinaface,State-of-the-art 2D and 3D Face Analysis Project,134631,921,0,60,TODO: <>,TODO: <>,,,
https://github.com/luigifreda/pyslam,1557,Python,,pySLAM contains a monocular Visual Odometry (VO) pipeline in Python. It supports many modern local features based on Deep Learning.,36279,347,1,82,TODO: <>,TODO: <>,,,
https://github.com/jcyk/AMR-gs,69,Python,abstract-meaning-representation|acl2020|amr|amr-parser|amr-parsing|semantic-parsing,AMR Parsing via Graph-Sequence Iterative Inference,29173,191,0,1,TODO: <>,TODO: <>,,,
https://github.com/thoglu/jammy_flows,27,Python,manifolds|normalizing-flows|pdf|probability-distribution,A package to describe amortized (conditional) normalizing-flow PDFs defined jointly on tensor products of manifolds with coverage control. The connection between different manifolds is fixed via an autoregressive structure.,11274,61,0,1,TODO: <>,TODO: <>,,,
https://github.com/dqwang122/EATLM,20,Python,,Code for 'On Pre-trained Language Models For Antibody',13096,206,0,1,TODO: <>,TODO: <>,,,
https://github.com/sb-ai-lab/RePlay,66,Python,algorithms|collaborative-filtering|deep-learning|distributed-computing|evaluation|machine-learning|matrix-factorization|pyspark|pytorch|recommendation-algorithms|recommender-system,A recommendation framework for distributed model building and evaluation with PySpark.,10841,108,0,11,TODO: <>,TODO: <>,,,
https://github.com/wang3702/EnAET,68,Python,,EnAET: Self-Trained Ensemble AutoEncoding Transformations for Semi-Supervised Learning,5497,63,0,28,TODO: <>,TODO: <>,,,
https://github.com/XmYx/ainodes-pyside,90,Python,ai|art|artifical-intelligense|deforum|ml|nodes,Desktop AI Generator,78585,395,12,34,TODO: <>,TODO: <>,,,
https://github.com/fdeng18/dreamer-pro,30,Python,,,6355,40,0,15,TODO: <>,TODO: <>,,,
https://github.com/Duankaiwen/LSNet,150,Python,instance-segmentation|object-detection|pose-estimation,Location-Sensitive Visual Recognition with Cross-IOU Loss,54154,534,2,47,TODO: <>,TODO: <>,,,
https://github.com/redwoodresearch/remix_public,14,Python,,,10129,25,1,7,TODO: <>,TODO: <>,,,
https://github.com/RayeRen/multilingual-kd-pytorch,69,Python,,"ICLR2019, Multilingual Neural Machine Translation with Knowledge Distillation",11315,123,0,2,TODO: <>,TODO: <>,,,
https://github.com/jkszw2014/bert-kbqa-NLPCC2017,267,Python,,A trial  of kbqa based on bert for NLPCC2016/2017 Task 5  (??????????????????BERT???????????????????????????????????????,5952,26,0,12,TODO: <>,TODO: <>,,,
https://github.com/layer6ai-labs/T-Fixup,84,Python,,"Code for the ICML'20 paper ""Improving Transformer Optimization Through Better Initialization""",55652,294,0,7,TODO: <>,TODO: <>,,,
https://github.com/OSS-Pole-Emploi/gabarit,48,Python,data-science|deep-learning|machine-learning|python,Gabarit : kickstart your data science project from scratch ,52523,274,0,956,TODO: <>,TODO: <>,,,
https://github.com/garlicdevs/Fruit-API,66,Python,actor-critic|actor-critic-algorithm|arcade-learning-environment|atari|deep-learning|deep-reinforcement-learning|environment|games|human|human-in-the-loop|multi-agent|multi-agent-reinforcement-learning|multi-objective-optimization|multiplayer-game|policy-gradients|reinforcement-learning|reinforcement-learning-algorithms,A Universal Deep Reinforcement Learning Framework,10581,129,0,71,TODO: <>,TODO: <>,,,
https://github.com/3dgeo-heidelberg/py4dgeo,47,Python,,py4dgeo - A Python library for change analysis in 4D point clouds,6467,60,0,12,TODO: <>,TODO: <>,,,
https://github.com/yerfor/SyntaSpeech,175,Python,gan|pytorch|speech-synthesis|tts,SyntaSpeech: Syntax-aware Generative Adversarial Text-to-Speech, IJCAI 2022, Official code,11697,128,0,2,TODO: <>,TODO: <>,
https://github.com/vimalabs/VIMABench,188,Python,,"Official Task Suite Implementation of ICML'23 Paper ""VIMA: General Robot Manipulation with Multimodal Prompts""",9701,65,0,75,TODO: <>,TODO: <>,,,
https://github.com/IBM/sail,13,Python,automl-pipeline|deep-learning|distributed-computing|incremental-learning|machine-learning|ml-pipelines|ray,Library for streaming data and incremental learning algorithms.,7676,155,0,7,TODO: <>,TODO: <>,,,
https://github.com/megvii-research/Sparsebit,306,Python,deep-learning|post-training-quantization|pruning|quantization|quantization-aware-training|sparse|tensorrt,A model compression and acceleration toolbox based on pytorch.,29588,284,0,15,TODO: <>,TODO: <>,,,
https://github.com/ChuanyuXue/KDDCUP-2020,160,Python,data-mining|debiasing|e-commerce|kdd2020|recommender-system,6th Solution for 2020-KDDCUP: Multi-Channel Retrieve and Sorting for Debiasing Recommender System,6240,62,0,8,TODO: <>,TODO: <>,,,
https://github.com/google-research/albert,3164,Python,,ALBERT: A Lite BERT for Self-supervised Learning of Language Representations,6712,24,0,1,TODO: <>,TODO: <>,,,
https://github.com/mengting2023/LG-Track,16,Python,,Localization-Guided Track: A Deep Association Multi-Object Tracking Framework Based on Localization Confidence of Detections,53085,320,0,12,TODO: <>,TODO: <>,,,
https://github.com/zhusz/ICLR22-DGS,18,Python,,DGS official Repository - Generalizable Single View 3D Implicit Surface Reconstruction for Indoor Scenes,23995,217,0,1,TODO: <>,TODO: <>,,,
https://github.com/facebookresearch/salina,426,Python,,"a Lightweight library for sequential learning agents, including reinforcement learning",10144,102,0,33,TODO: <>,TODO: <>,,,
https://github.com/wuzhihao7788/yolodet-pytorch,383,Python,object-detection|ppyolo|pytorch|yolo|yolov3|yolov4|yolov5|yolov5-yolov3,"reproduce the YOLO series of papers in pytorch, including YOLOv4, PP-YOLO, YOLOv5?????????YOLOv3",7553,100,0,15,TODO: <>,TODO: <>,,,
https://github.com/tobac-project/tobac,81,Python,cloud|tracking,Tracking and object-based analysis of clouds,8853,38,0,23,TODO: <>,TODO: <>,,,
https://github.com/aimat-lab/NNsForMD,10,Python,ab-initio-simulations|excited-states|machine-learning|molecular-dynamics|neural-network|potentials,"Neural network class for molecular dynamics to predict potential energy, forces and non-adiabatic couplings.",5712,72,0,2,TODO: <>,TODO: <>,,,
https://github.com/MarcoGorelli/wound-ignite,14,Python,forecasting|m6,Prize-winning solution to the M6 Forecasting Competition,5684,284,0,112,TODO: <>,TODO: <>,,,
https://github.com/G-Naughty/Fine-grained-OBB-Detection,20,Python,,"The third place winning solution (3/220) in the track of Fine-grained Object Recognition in High-Resolution Optical Images, 2021 Gaofen Challenge on Automated High-Resolution Earth Observation Image Interpretation.",55267,860,0,125,TODO: <>,TODO: <>,,,
https://github.com/linklab-uva/deepracing,17,Python,,Autonomously learning to race autonomously,19609,194,0,80,TODO: <>,TODO: <>,,,
https://github.com/yum-food/TaSTT,44,Python,speech-to-text|vrchat|vrchat-avatars|vrchat-osc|vrchat-sdk3|vrchat-tool|whisper,A free self-hosted STT for VRChat,8059,38,0,21,TODO: <>,TODO: <>,,,
https://github.com/microsoft/LMOps,2528,Python,agi|gpt|language-model|llm|lm|lmops|nlp|pretraining|prompt|promptist|x-prompt,General technology for enabling AI capabilities w/ LLMs and MLLMs,952529,4840,3,201,TODO: <>,TODO: <>,,,
https://github.com/may-/joeys2t,10,Python,,Minimalist Speech-to-Text toolkit for educational purposes,9499,77,0,19,TODO: <>,TODO: <>,,,
https://github.com/NiFangBaAGe/Explicit-Visual-Prompt,116,Python,,[CVPR 2023] Explicit Visual Prompting for Low-Level Structure Segmentations,14332,133,0,14,TODO: <>,TODO: <>,,,
https://github.com/ankitdhall/learning_embeddings,19,Python,cvpr-2020|fine-grained-classification|hyperbolic-embeddings|image-classification|non-euclidean-geometry|representation-learning,"Code for CVPR-W 2020 paper ""Hierarchical Image Classification using Entailment Cone Embeddings"" https://arxiv.org/abs/2004.03459",14236,26,0,7,TODO: <>,TODO: <>,,,
https://github.com/mkocabas/PARE,327,Python,3d-human-reconstruction|3d-human-shape-and-pose-estimation|computer-graphics|computer-vision|human-pose-estimation,Code for ICCV2021 paper PARE: Part Attention Regressor for 3D Human Body Estimation,11056,82,0,1,TODO: <>,TODO: <>,,,
https://github.com/AgileRL/AgileRL,416,Python,agilerl|automl|deep-learning|deep-reinforcement-learning|distributed|evolutionary-algorithms|gym|hpo|hyperparameter-optimization|hyperparameter-tuning|machine-learning|mlops|multi-agent|multi-agent-reinforcement-learning|pettingzoo|python|pytorch|reinforcement-learning|rlops|training,Streamlining reinforcement learning with RLOps,22821,102,8,4,TODO: <>,TODO: <>,,,
https://github.com/sktime/skbase,12,Python,framework|python|scikit-learn-api|skbase|sktime,"Base classes for creating scikit-learn-like parametric objects, and tools for working with them.",5407,53,0,1,TODO: <>,TODO: <>,,,
https://github.com/amiralansary/rl-medical,172,Python,agents-applied|deep-learning|deep-reinforcement-learning|dqn-variants|drl|landmark-detection|machine-learning|medical-images|medical-imaging|neural-network|python|reinforcement-learning|reproducibility|rl-medical|tensorflow,Deep Reinforcement Learning (DRL) agents applied to medical images,6276,41,1,36,TODO: <>,TODO: <>,,,
https://github.com/nesl/radar-camera-fusion-depth,31,Python,,Depth Estimation from Camera Image and mmWave Radar Point Cloud,12316,52,0,1,TODO: <>,TODO: <>,,,
https://github.com/facebookresearch/reconsider,49,Python,,"ReConsider is a re-ranking model that re-ranks the top-K (passage, answer-span) predictions of an Open-Domain QA Model like DPR (Karpukhin et al., 2020).",11340,65,0,4,TODO: <>,TODO: <>,,,
https://github.com/haoningwu3639/StoryGen,40,Python,diffusion-models|video-generation|visual-storytelling,Intelligent Grimm - Open-ended Visual Storytelling via Latent Diffusion Models,8079,29,0,19,TODO: <>,TODO: <>,,,
https://github.com/vanderschaarlab/autoprognosis,68,Python,automl|healthcare|interpretability|survival-analysis,A system for automating the design of predictive modeling pipelines tailored for clinical prognosis.,20542,320,0,5,TODO: <>,TODO: <>,,,
https://github.com/zlinao/VGLM,22,Python,generative-model|knowledge-distillation|language-model|task-embeddings,Versatile Generative Language Model,10832,45,0,4,TODO: <>,TODO: <>,,,
https://github.com/kssteven418/LTP,72,Python,bert|efficient-model|efficient-neural-networks|model-compression|natural-language-processing|pruning|transformer,[KDD'22] Learned Token Pruning for Transformers ,213582,904,0,80,TODO: <>,TODO: <>,,,
https://github.com/ZJULearning/SRDet,30,Python,,"A simple, fast, efficient and end-to-end 3D object detector without NMS.",55795,498,0,79,TODO: <>,TODO: <>,,,
https://github.com/ESA-PhiLab/PyRawS,53,Python,detection|onboard-computer|sentinel|wildfires,"Python for Raw Sentinel-2 data (PyRawS) is an open-source software providing utilities to open and process Sentinel 2 RAW data, which corresponds to a decompressed version of Level-0 data with additional metadata. The software is demonstrated on the first Sentinel-2 dataset containing raw data for warm temperature hotspots detection/classification.",5579,40,0,131,TODO: <>,TODO: <>,,,
https://github.com/explosion/projects,1170,Python,annotations|datasets|natural-language-processing|nlp|prodigy|spacy,???? End-to-end NLP workflows from prototype to production,8688,214,0,64,TODO: <>,TODO: <>,,,
https://github.com/jayded/evidence-inference,55,Python,,"Data and code from our ""Inferring Which Medical Treatments Work from Reports of Clinical Trials"", NAACL 2019. This work concerns inferring the results reported in clinical trials from text.",6143,62,0,4511,TODO: <>,TODO: <>,,,
https://github.com/pyro-ppl/funsor,224,Python,jax|machine-learning|numpy|probabilistic-programming|pyro|pytorch|symbolic,Functional tensors for probabilistic programming,24310,119,0,2,TODO: <>,TODO: <>,,,
