html_url,description,homepage,stargazers_count,language,loc,source_files,model_files,data_files,category,,Research,Library,Toolset,Other/Unknown,Framework,System
https://github.com/THU-KEG/OmniEvent,"A comprehensive, unified and modular event extraction toolkit.",https://omnievent.readthedocs.io/,263,Python,22026,252,0,34,,,,,,,,
https://github.com/zezhishao/BasicTS,A Standard and  Fair Time Series Forecasting Benchmark and Toolkit.,,271,Python,29562,427,0,6,,,,,,,,
https://github.com/ShadowXZT/pytorch_RFCN,,,278,Python,16438,76,0,1,,,,,,,,
https://github.com/mshunshin/SegNetCMR,A Tensorflow implementation of SegNet for cardiac MRI segmentation,,72,Python,18265,60,0,1620,,,,,,,,
https://github.com/01tot10/neural-tape-modeling,Neural Modeling of Magnetic Tape Recorders,http://research.spa.aalto.fi/publications/papers/dafx23-neural-tape/,20,Python,5188,48,65,42,,,,,,,,
https://github.com/martysai/source-code-summarization,Transformer-based approaches for an efficient docstrings generation on a piece of Python's code.,,14,Python,79750,2324,0,9,,,,,,,,
https://github.com/BabitMF/bmf,"Cross-platform, customizable multimedia/video processing framework.  With strong GPU acceleration, heterogeneous design, multi-language support, easy to use, multi-framework compatible and high performance, the framework is ideal for transcoding, AI inference, algorithm integration, live video streaming, and more.",https://babitmf.github.io/,436,C++,36175,378,0,39,,,,,,,,
https://github.com/saicoco/SA-Text,Pytorch implements SA-Text: Simple but Accurate Detector for Text of Arbitrary Shapes,,43,C++,8557,69,0,12,,,,,,,,
https://github.com/chengsq/pytorch-lighthead,Light-Head R-CNN in PyTorch,,94,Python,21336,105,0,2,,,,,,,,
https://github.com/ysig/GraKeL,A scikit-learn compatible library for graph kernels,https://ysig.github.io/GraKeL/,545,Python,9907,62,0,35,,,,,,,,
https://github.com/AFei19911012/PythonSamples,:monocle_face: Python projects :alien: keep updating,,12,Python,55299,524,0,211,,,,,,,,
https://github.com/polyaxon/traceml,"Engine for ML/Data tracking, visualization, explainability, drift detection, and dashboards for Polyaxon.",,486,Python,13779,87,0,4,,,,,,,,
https://github.com/jizhuoran/caffe-android-opencl-fp16,Optimised Caffe with OpenCL supporting for less powerful devices such as mobile phones,,17,C++,29500,136,3,34,,,,,,,,
https://github.com/sunilmallya/keras-lambda,Porting Keras Tensorflow on AWS Lambda for Inference,,22,Python,264852,1577,1,48,,,,,,,,
https://github.com/liuruiyang98/Jittor-MLP,"Unofficial Implementation of MLP-Mixer, gMLP, resMLP, Vision Permutator, S2MLP, S2MLPv2, RaftMLP, HireMLP, ConvMLP, AS-MLP, SparseMLP, ConvMixer, SwinMLP, RepMLPNet, WaveMLP, MorphMLP, DynaMixer, MS-MLP, Sequencer2D in Jittor and PyTorch! Now, Rearrange and Reduce in einops.layers.jittor are support!! trunc_normal_ is supported for Jittor!! MLP Paper is uploaded!",,151,Python,10898,70,0,42,,,,,,,,
https://github.com/Lucid1ty/Yolov5ForCSGO,CSGO agent detection and auto aim,,85,Python,5705,44,1,24,,,,,,,,
https://github.com/mxin262/SwinTextSpotter,Pytorch re-implementation of Paper: SwinTextSpotter: Scene Text Spotting via Better Synergy between Text Detection and Text Recognition (CVPR 2022),,246,Python,28857,241,0,6,,,,,,,,
https://github.com/GuyTevet/motion-diffusion-model,"The official PyTorch implementation of the paper ""Human Motion Diffusion Model""",,2512,Python,9767,88,1,5,,,,,,,,
https://github.com/chuckcho/video-caffe,"Video-friendly caffe -- comes with the most recent version of Caffe (as of Jan 2019), a video reader, 3D(ND) pooling layer, and an example training script for C3D network and UCF-101 data",,176,C++,45557,286,3,44,,,,,,,,
https://github.com/dlunion/tensorRTIntegrate,TensorRT ONNX Pluginï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,,458,C++,9967,40,0,10,,,,,,,,
https://github.com/nashory/text2image-benchmark,"Performance comparison of existing GAN based Text To Image algorithms. (GAN-CLS, StackGAN, TAC-GAN)",,26,Python,6019,48,0,5,,,,,,,,
https://github.com/facebookincubator/dynolog,"Dynolog is a telemetry daemon for performance monitoring and tracing. It exports metrics from different components in the system like the linux kernel, CPU, disks, Intel PT, GPUs etc. Dynolog also integrates with pytorch and can trigger traces for distributed training applications.",,133,C++,272400,119,0,35,,,,,,,,
https://github.com/xrenaa/DisCo,"[ICLR2022] Code for ""Learning Disentangled Representation by Exploiting Pretrained Generative Models: A Contrastive Learning View""",,125,Python,5369,73,0,30,,,,,,,,
https://github.com/kazukiosawa/asdl,ASDL: Automatic Second-order Differentiation Library for PyTorch,,163,Python,10102,67,0,29,,,,,,,,
https://github.com/nhatuan84/tensorflow-lite-esp32-person-detection,Bring Tensorflow Lite to ESP32 Arduino - person detection application using deep learning with ESP32 CAM,,26,C++,19802,3,0,2,,,,,,,,
https://github.com/LordLiang/GA-Sketching,(PG2023/CGF) This is the official PyTorch implementation of PG2023/CGF paper: GA-Sketching: Shape Modeling from Multi-View Sketching with Geometry-Aligned Deep Implicit Functions,,13,Python,33417,43,0,19,,,,,,,,
https://github.com/NVlabs/DiscoBox,The Official PyTorch Implementation of DiscoBox.,https://arxiv.org/abs/2105.06464,93,Python,58514,830,0,16,,,,,,,,
https://github.com/electronicvisions/norse,Deep learning for spiking neural networks,https://norse.ai/docs,60,Python,10904,163,0,9,,,,,,,,
https://github.com/rvl-lab-utoronto/video_similarity_search,SLIC: Self-Supervised Learning with Iterative Clustering for Human Action Videos [CVPR 2022],,18,Python,10040,76,0,2,,,,,,,,
https://github.com/JeevanSandhu/Intrusion-Detection,Intrusion Detection using various Data Mining Techniques (KDD Cup 1999 Data),,15,Python,691307,2651,7,193,,,,,,,,
https://github.com/DoganK01/YOLOV8-DeepSORT-Tracking-Vehicle-Counting,Vehicle Counting Using Yolov8 and DeepSORT,,36,Python,5905,90,0,10,,,,,,,,
https://github.com/browatbn2/3FabRec,3FabRec: Fast Few-shot Face alignment by Reconstruction - PyTorch implementation,https://arxiv.org/abs/1911.10448,124,Python,5438,43,0,15,,,,,,,,
https://github.com/aws-deepracer-community/deepracer-simapp,Extract from AWS DeepRacer Robomaker Bundle,,79,Python,19910,278,0,2305,,,,,,,,
https://github.com/mkshing/DiffFit-pytorch,"Implementation of ""DiffFit: Unlocking Transferability of Large Diffusion Models via Simple Parameter-Efficient Fine-Tuning""",https://arxiv.org/abs/2304.06648,50,Python,5636,13,0,3,,,,,,,,
https://github.com/RizwanMunawar/yolov7-pose-estimation,"YOLOv7 Pose estimation using OpenCV, PyTorch",,300,Python,5821,19,0,2,,,,,,,,
https://github.com/Chrisa142857/You-Only-Look-Cytopathology-Once,Codes available of a paper: An Efficient Cervical Whole Slide Image Analysis Framework Based on Multi-scale Semantic and Location Deep Features.,,15,Python,9526,57,0,46,,,,,,,,
https://github.com/rshaojimmy/MultiModal-DeepFake,[CVPR 2023] PyTorch code for DGM4: Detecting and Grounding Multi-Modal Media Manipulation,,171,Python,5262,43,0,11,,,,,,,,
https://github.com/nicklashansen/policy-adaptation-during-deployment,"Training code and evaluation benchmarks for the ""Self-Supervised Policy Adaptation during Deployment"" paper.",,110,Python,27536,263,6,212,,,,,,,,
https://github.com/beacandler/R2CNN,caffe re-implementation of R2CNN: Rotational Region CNN for Orientation Robust Scene Text Detection,,81,C++,6685,47,0,7,,,,,,,,
https://github.com/csuhan/s2anet,"Official code of the paper ""Align Deep Features for Oriented Object Detection""",,354,Python,47071,413,0,7,,,,,,,,
https://github.com/MLOPTPSU/FedTorch,FedTorch is a generic repository for benchmarking different federated and distributed learning algorithms using PyTorch Distributed API.,,162,Python,6838,93,0,2,,,,,,,,
https://github.com/CMU-CREATE-Lab/deep-smoke-machine,Deep learning models and dataset for recognizing industrial smoke emissions,http://smoke.createlab.org,104,Python,12625,86,6,452,,,,,,,,
https://github.com/AutoViML/deep_autoviml,Build tensorflow keras model pipelines in a single line of code. Now with mlflow tracking. Created by Ram Seshadri. Collaborators welcome. Permission granted upon request.,,116,Python,15336,60,0,16,,,,,,,,
https://github.com/skylian/caffe-action,fork from https://github.com/yjxiong/caffe,,14,C++,36804,241,2,27,,,,,,,,
https://github.com/EliZucker/ESP32CAM-Vehicle-Classifier,Deep learning model running on ESP32. Custom model used with TensorFlow Lite Micro to classify captured images of flying vehicles.,,20,C++,10375,221,0,68,,,,,,,,
https://github.com/HKUNLP/efficient-attention,"[EVA ICLR'23; LARA ICML'22] Efficient attention mechanisms via control variates, random features, and importance sampling",,64,Python,127855,884,0,10,,,,,,,,
https://github.com/DeeJangir/DiscordBot,"Discord Bot in python with rasa nlu, tensorflow, discord api",,10,Python,18952,109,0,4,,,,,,,,
https://github.com/kakaobrain/nerf-factory,An awesome PyTorch NeRF library,https://kakaobrain.github.io/NeRF-Factory,1186,Python,10735,68,0,2,,,,,,,,
https://github.com/tianrun-chen/SAM-Adapter-PyTorch,Adapting Meta AI's Segment Anything to Downstream Tasks with Adapters and Prompts,,635,Python,5858,82,0,2,,,,,,,,
https://github.com/vnyk/Axistbl,Automatic Table reader. Can extract table data from images.,,14,Python,27830,236,0,34,,,,,,,,
https://github.com/wliu88/StructFormer,Pytorch code for ICRA 2022 Paper StructFormer,,37,Python,6790,34,0,1,,,,,,,,
https://github.com/pytorch/ignite,High-level library to help with training and evaluating neural networks in PyTorch flexibly and transparently.,https://pytorch-ignite.ai,4367,Python,39938,291,0,39,,,,,,,,
https://github.com/google-research/meta-dataset,A dataset of datasets for learning to learn from few examples,,720,Python,14965,75,0,27,,,,,,,,
https://github.com/anindex/torch_robotics,Implement Differentiable Kinematics Tree & Planning Objectives in PyTorch given URDF robot models.,,10,Python,5904,65,0,4,,,,,,,,
https://github.com/Ascend/ModelZoo-PyTorch,,,31,Python,5147938,50957,0,2915,,,,,,,,
https://github.com/nhtlongcs/live-novel,Self-host application can generate illustration from a novel by highlighting certain sentences,,11,Python,16105,106,0,634,,,,,,,,
https://github.com/Zz-ww/VITS-BigVGAN-SpanPSP-Chinese,ýýýýýýýýýýýýýýýýýýPyTorchýýýýýýýýýVITS-BigVGANýýýýýýýýýttsýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,,168,Python,16237,40,0,5,,,,,,,,
https://github.com/yinjunbo/ProposalContrast,"This repository contains the PyTorch implementation of the ECCV'2022 paper, ProposalContrast: Unsupervised Pre-training for LiDAR-based 3D Object Detection.",,43,Python,18022,207,0,5,,,,,,,,
https://github.com/hfxunlp/transformer,Neutron: A pytorch based implementation of Transformer and its variants.,https://github.com/hfxunlp/transformer,63,Python,22010,477,0,2,,,,,,,,
https://github.com/wdika/mridc,Data Consistency Toolbox for Magnetic Resonance Imaging,https://mridc.readthedocs.io,33,Python,28952,319,0,1,,,,,,,,
https://github.com/visipedia/tf_classification,"Training, evaluation and testing code for image classification using TensorFlow",,131,Python,5318,36,0,1,,,,,,,,
https://github.com/BeierZhu/Sturcture-Coherency-Face-Alignment,"[TIP 2021] We propose a structure-coherent deep feature learning method for face alignment. Unlike most existing face alignment methods which overlook the facial structure cues, we explicitly exploit the relation among facial landmarks to make the detector robust to hard cases such as occlusion and large pose.",,20,Python,7041,75,0,4,,,,,,,,
https://github.com/scikit-multilearn/scikit-multilearn,A scikit-learn based module for multi-label et. al. classification,http://scikit.ml,875,Python,8029,103,0,8,,,,,,,,
https://github.com/xuboming8/CDVD-TSPNL,"This repository is the official PyTorch implementation of our TPAMI paper""Cascaded Deep Video Deblurring Using Temporal Sharpness Prior and Non-local Spatial-Temporal Similarity""",,22,Python,7318,77,7,25,,,,,,,,
https://github.com/open-mmlab/mmpose,OpenMMLab Pose Estimation Toolbox and Benchmark.,https://mmpose.readthedocs.io/en/latest/,4211,Python,95015,815,0,163,,,,,,,,
https://github.com/jwyang/fpn.pytorch,Pytorch implementation of Feature Pyramid Network (FPN) for Object Detection,,934,Python,17128,88,0,0,,,,,,,,
https://github.com/nnstreamer/nnstreamer,":twisted_rightwards_arrows: Neural Network (NN) Streamer, Stream Processing Paradigm for Neural Network Apps/Devices.",https://nnstreamer.ai,629,C,34478,193,7,37,,,,,,,,
https://github.com/vitalab/neuralteleportation,Isomorphisms of quiver representations applied to neural networks.,,11,Python,5115,76,2,1,,,,,,,,
https://github.com/xvjiarui/VFS,"Rethinking Self-Supervised Correspondence Learning: A Video Frame-level Similarity Perspective, in ICCV 2021 (Oral)",https://jerryxu.net/VFS/,140,Python,18891,218,0,50,,,,,,,,
https://github.com/Qjizhi/TensorRT-CenterNet-3D,"tensorrt5, centernet, 3d detection, kitti, centerface, deform conv, int8, ",,58,C++,31058,325,1185,43,,,,,,,,
https://github.com/grebtsew/Object-and-facial-detection-in-python,"This repo contains, training material, dlib implementation, tensorflow implementation and an own made complete system implementation with a parse-controller.",,17,Python,7875,134,1,27,,,,,,,,
https://github.com/datlife/jetson-car,Autonomous Racing Car using NVIDIA Jetson TX2 using end-to-end driving approach. Paper: https://arxiv.org/abs/1604.07316,,181,C++,5129,64,2,34,,,,,,,,
https://github.com/zylo117/tensorflow-gpu-macosx,Unoffcial NVIDIA CUDA GPU support version of Google Tensorflow for MAC OSX,,101,C++,1095702,5967,10,520,,,,,,,,
https://github.com/YoungXIAO13/FewShotDetection,"(ECCV 2020) PyTorch implementation of paper ""Few-Shot Object Detection and Viewpoint Estimation for Objects in the Wild""",http://imagine.enpc.fr/~xiaoy/FSDetView/,205,Python,18528,109,0,15,,,,,,,,
https://github.com/sangyun884/fast-ode,"Official PyTorch implementation for the paper Minimizing Trajectory Curvature of ODE-based Generative Models, ICML 2023",,55,Python,6877,40,0,11,,,,,,,,
https://github.com/kynthesis/StarSRGAN,"Official PyTorch Implementation of ""StarSRGAN: Improving Real-World Blind Super-Resolution"" (WSCG 2023)",https://doi.org/10.24132/csrn.3301.9,28,Python,8443,49,0,40,,,,,,,,
https://github.com/hamarh/HMNet_pth,PyTorch implementation of Hierarchical Neural Memory Network,,25,Python,21023,127,0,1,,,,,,,,
https://github.com/mj-will/nessai,nessai: Nested Sampling with Artificial Intelligence,https://nessai.readthedocs.io/,28,Python,17757,157,0,8,,,,,,,,
https://github.com/sunzeyeah/RLHF,Implementation of Chinese ChatGPT,,255,Python,14565,84,0,37,,,,,,,,
https://github.com/NVlabs/PoseCNN-PyTorch,PyTorch implementation of the PoseCNN framework,,161,C,12439,85,0,47,,,,,,,,
https://github.com/JackHCC/Chinese-Text-Classification-PyTorch,"ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýPyTorchýýýýýýýýýýýýýýýýýýýýýýýýýýýTextCNNýýýýýýýýýTextRNNýýýýýýýýýFastTextýýýýýýýýýTextRCNNýýýýýýýýýBiLSTM_Attention, DPCNN, TransformerýýýýýýýýýBertýýýýýýýýýERNIEýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý",,213,Python,5807,40,0,4,,,,,,,,
https://github.com/cy94/polygen-sceneformer-pytorch,PolyGen and Sceneformer in PyTorch,,14,Python,9316,97,0,13,,,,,,,,
https://github.com/alex-pirozhenko/sklearn-pmml,A library that allows serialization of SciKit-Learn estimators into PMML,,71,Python,25252,19,0,1,,,,,,,,
https://github.com/Glaciohound/Chimera-ST,"A PyTorch implementation of paper ""Learning Shared Semantic Space for Speech-to-Text Translation"", ACL (Findings) 2021",,46,Python,83763,529,0,28,,,,,,,,
https://github.com/alibaba/graph-learn,An Industrial Graph Neural Network Framework,,1231,C++,27427,368,0,58,,,,,,,,
https://github.com/keras-team/tf-keras,"The TensorFlow-specific implementation of the Keras API, which was the default Keras from 2019 to 2023.",,27,Python,178157,762,2,5,,,,,,,,
https://github.com/dvlab-research/Ref-NPR,Ref-NPR: Reference-Based Non-PhotoRealistic Radiance Fields (CVPR2023),https://ref-npr.github.io,108,Python,10044,59,0,26,,,,,,,,
https://github.com/Willy0919/DDMP-3D,[CVPR2021] Pytorch implementation of Depth-conditioned Dynamic Message Propagation forMonocular 3D Object Detection.,,34,Python,18380,38,0,13,,,,,,,,
https://github.com/zhengqili/Neural-Scene-Flow-Fields,"PyTorch implementation of paper ""Neural Scene Flow Fields for Space-Time View Synthesis of Dynamic Scenes""",,680,Python,5526,36,6,11,,,,,,,,
https://github.com/vov-net/VoVNet-Detectron,Detectron with VoVNet(CVPRW'19) backbone networks,,18,Python,9849,141,0,3,,,,,,,,
https://github.com/yangli18/PDNet,"PDNet: Toward Better One-Stage Object Detection With Prediction Decoupling, TIP 2022",,10,Python,11156,153,0,5,,,,,,,,
https://github.com/xieyufei1993/InceptText-Tensorflow,An Implementation of the alogrithm in paper IncepText: A New Inception-Text Module with Deformable PSROI Pooling for Multi-Oriented Scene Text Detection,,115,Python,56435,125,0,7,,,,,,,,
https://github.com/Confusezius/Characterizing_Generalization_in_DeepMetricLearning,Implementation and Benchmark Splits to study Out-of-Distribution Generalization in Deep Metric Learning.,https://arxiv.org/abs/2107.09562v1,24,Python,5763,81,0,5,,,,,,,,
https://github.com/argilla-io/biome-text,Custom Natural Language Processing with big and small models ï¿½ï¿½ï¿½,https://recognai.github.io/biome-text/,68,Python,6125,91,0,14,,,,,,,,
https://github.com/tensorflow/model-analysis,Model analysis tools for TensorFlow,,1213,Python,58307,494,0,11,,,,,,,,
https://github.com/xeniaqian94/RLeToR,"A PyTorch implementation of REINFORCE Learning To Rank on OSHUMED, MQ, etc. dataset. Basic idea also appears in SIGIR'17 Reinforcement Learning to Rank with Markov Decision Process",,18,C,8401,33,0,740,,,,,,,,
https://github.com/cortexlabs/nucleus,Cortex-compatible model server for Python and TensorFlow,,15,Python,5426,66,0,24,,,,,,,,
https://github.com/SamsungLabs/iterdet,[S+SSPR2020] IterDet: Iterative Scheme for Object Detection in Crowded Environments,https://arxiv.org/abs/2005.05708,203,Python,33776,585,0,17,,,,,,,,
https://github.com/AIS-Bonn/vp-suite,A general framework for video prediction in PyTorch.,https://ais-bonn.github.io/vp-suite/,20,Python,5401,75,1,5,,,,,,,,
https://github.com/JonasSchult/Mask3D,"Mask3D predicts accurate 3D semantic instances achieving state-of-the-art on ScanNet, ScanNet200, S3DIS and STPLS3D.",,364,Python,12297,110,0,35,,,,,,,,
https://github.com/llyx97/Rosita,"[AAAI 2021] ""ROSITA: Refined BERT cOmpreSsion with InTegrAted techniques"", Yuanxin Liu, Zheng Lin, Fengcheng Yuan",,14,Python,41619,167,0,7,,,,,,,,
https://github.com/shibing624/pytextclassifier,pytextclassifier is a toolkit for text classification. ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,https://shibing624.github.io/pytextclassifier/,385,Python,5229,34,0,10,,,,,,,,
https://github.com/CSTR-Edinburgh/merlin,This is now the official location of the Merlin project.,http://www.cstr.ed.ac.uk/projects/merlin/,1282,Python,31992,292,0,12,,,,,,,,
https://github.com/conormdurkan/lfi,Neural likelihood-free methods in PyTorch. ,,37,Python,8370,91,0,0,,,,,,,,
https://github.com/kobiso/CBAM-tensorflow-slim,CBAM implementation on TensorFlow Slim,,106,Python,10935,80,0,7,,,,,,,,
https://github.com/MengTianjian/MaskRCNN,Implementation of Mask RCNN in PyTorch,,29,Python,12766,47,0,0,,,,,,,,
https://github.com/matthieu637/ddrl,Deep Developmental Reinforcement Learning,,27,C++,11614,105,0,12,,,,,,,,
https://github.com/ML-GSAI/DPT,"Official PyTorch implementation for ""Diffusion Models and Semi-Supervised Learners Benefit Mutually with Few Labels""",,29,Python,7144,39,0,12,,,,,,,,
https://github.com/wenwei202/caffe,Caffe for Sparse and Low-rank Deep Neural Networks,,371,C++,44317,314,3,30,,,,,,,,
https://github.com/openclimatefix/graph_weather,"PyTorch implementation of Ryan Keisler's 2022 ""Forecasting Global Weather with Graph Neural Networks"" paper (https://arxiv.org/abs/2202.07575)",,117,Python,7400,21,0,2,,,,,,,,
https://github.com/rkyuca/medvt,PyTorch implementation of MED-VT: Multiscale Encoder-Decoder Video Transformer with Application to Object Segmentation,,20,Python,7782,48,0,6,,,,,,,,
https://github.com/salu133445/arranger,"Official Implementation of ""Towards Automatic Instrumentation by Learning to Separate Parts in Symbolic Multitrack Music"" (ISMIR 2021)",https://salu133445.github.io/arranger/,49,Python,5583,58,0,17,,,,,,,,
https://github.com/TianzhongSong/Tensorflow-quantization-test,Tensorflow quantization (float32-->int8) inference test,,72,Python,5334,35,0,1,,,,,,,,
https://github.com/yester31/TensorRT_API,"Deep Learning Model Optimization Using by TensorRT API, window",,17,Python,10538,92,1,138,,,,,,,,
https://github.com/cxliu0/KL-Loss-pytorch,A pytorch reimplementation of KL-Loss (CVPR'2019),,10,Python,34168,400,0,20,,,,,,,,
https://github.com/aqlaboratory/openfold,"Trainable, memory-efficient, and GPU-friendly PyTorch reproduction of AlphaFold 2",,2158,Python,17563,134,0,2,,,,,,,,
https://github.com/julien-zheng/CardiacSegmentationPropagation,Code for cardiac segmentation,,26,Python,5082,23,0,4,,,,,,,,
https://github.com/chenpan0615/FCCDN_pytorch,The pytorch implemention of FCCDN for change detection task,,54,Python,30276,29,1,1,,,,,,,,
https://github.com/layerai-archive/sdk,Metadata store for Production ML,https://layer.ai,89,Python,16802,219,0,5,,,,,,,,
https://github.com/tensorflow/addons,Useful extra functionality for TensorFlow 2.x maintained by SIG-addons,,1669,Python,25051,295,0,19,,,,,,,,
https://github.com/NeuroDiffGym/neurodiffeq,"A library for solving differential equations using neural networks based on PyTorch, used by multiple research groups around the world, including at Harvard IACS.",http://pypi.org/project/neurodiffeq/,519,Python,8513,65,1,20,,,,,,,,
https://github.com/ccnmaastricht/angorapy,Build Goal-driven Models of the Sensorimotor Cortex with Ease.,http://angorapy.org,14,Python,9899,126,0,78,,,,,,,,
https://github.com/Zzh-tju/DIoU-pytorch-detectron,Distance-IoU Loss: Faster and Better Learning for Bounding Box Regression (AAAI 2020),,86,Python,23260,142,0,26,,,,,,,,
https://github.com/NLESC-JCER/QMCTorch,Pytorch Implementation of Real Space Quantum Monte Carlo Simulations of Molecular Systems,https://qmctorch.readthedocs.io/,21,Python,11676,176,0,7,,,,,,,,
https://github.com/bytedance/byteps,A high performance and generic framework for distributed DNN training,,3506,Python,10325,91,0,0,,,,,,,,
https://github.com/biasvariancelabs/aitlas,AiTLAS implements state-of-the-art AI methods for exploratory and predictive analysis of satellite images.,https://aitlas.readthedocs.io/,169,Python,8937,193,0,99,,,,,,,,
https://github.com/BeSpontaneous/FFN-pytorch,Frame Flexible Network (CVPR2023),,45,Python,62756,395,0,40,,,,,,,,
https://github.com/open-mmlab/mmengine,OpenMMLab Foundational Library for Training Deep Learning Models,https://mmengine.readthedocs.io/,839,Python,35190,283,0,27,,,,,,,,
https://github.com/yasserben/DATUM,Official Implementation of One-shot Unsupervised Domain Adaptation with Personalized Diffusion Models,https://arxiv.org/abs/2303.18080,40,Python,9209,137,0,3,,,,,,,,
https://github.com/cornellius-gp/gpytorch,A highly efficient implementation of Gaussian Processes in PyTorch,,3265,Python,21169,345,2,1,,,,,,,,
https://github.com/smallcorgi/Faster-RCNN_TF,Faster-RCNN in Tensorflow,,2351,Python,6708,63,0,5,,,,,,,,
https://github.com/kevinlin311tw/caffe-augmentation,:zap: Caffe real-time data augmentation on-the-fly!!,,163,C++,36250,228,3,34,,,,,,,,
https://github.com/IDEA-Research/detrex,"detrex is a research platform for DETR-based object detection, segmentation, pose estimation and other visual recognition tasks.",https://detrex.readthedocs.io/en/latest/,1590,Python,32758,413,0,37,,,,,,,,
https://github.com/pytorch/tensordict,TensorDict is a pytorch dedicated tensor container.,,282,Python,19572,83,0,8,,,,,,,,
https://github.com/xtma/dsac,Distributional Soft Actor Critic,,44,Python,5997,78,0,0,,,,,,,,
https://github.com/steflee/mpi-caffe,mpi-caffe,http://homes.soic.indiana.edu/steflee/mpi-caffe.html,49,C++,38382,245,3,24,,,,,,,,
https://github.com/proroklab/VectorizedMultiAgentSimulator,VMAS is a vectorized framework designed for efficient Multi-Agent Reinforcement Learning benchmarking. It is comprised of a vectorized 2D physics engine written in PyTorch and a set of challenging multi-robot scenarios. Additional scenarios can be implemented through a simple and modular interface.,https://arxiv.org/abs/2207.03530,184,Python,13163,81,0,3,,,,,,,,
https://github.com/youqingxiaozhua/APViT,PaddlePaddle and PyTorch implementation of APViT and TransFER,,27,Python,35932,343,0,9,,,,,,,,
https://github.com/david-vazquez/keras_zoo,"Keras implementation of Classification, Detection and Segmentation Networks",,71,Python,6082,61,0,0,,,,,,,,
https://github.com/achaiah/pywick,High-level batteries-included neural network training library for Pytorch,,396,Python,35723,303,0,19,,,,,,,,
https://github.com/Gorilla-Lab-SCUT/frustum-convnet,The PyTorch Implementation of F-ConvNet for 3D Object Detection,,236,Python,7248,61,0,19,,,,,,,,
https://github.com/aimagelab/mcmr,"PyTorch code for 3DV 2021 paper: ""Multi-Category Mesh Reconstruction From Image Collections""",,15,Python,5619,58,0,2,,,,,,,,
https://github.com/alexgkendall/caffe-segnet,Implementation of SegNet: A Deep Convolutional Encoder-Decoder Architecture for Semantic Pixel-Wise Labelling,http://mi.eng.cam.ac.uk/projects/segnet/,1073,C++,34416,208,2,25,,,,,,,,
https://github.com/dbiir/UER-py,Open Source Pre-training Model Framework in PyTorch & Pre-trained Model Zoo,https://github.com/dbiir/UER-py/wiki,2783,Python,10137,120,0,82,,,,,,,,
https://github.com/ShaharKatz/Caffe-Data-Augmentation,a branc caffe with feature of Data Augmentation using a configurable stochastic combination of 7 data augmentation techniques.,,32,C++,33355,210,2,23,,,,,,,,
https://github.com/dgasmith/opt_einsum,"ýýýýýýýýýýýýýýýýýýOptimizing einsum functions in NumPy, Tensorflow, Dask, and more with contraction order optimization.",https://dgasmith.github.io/opt_einsum/,762,Python,5116,31,0,5,,,,,,,,
https://github.com/may0324/DeepCompression-caffe,Caffe for Deep Compression,,237,C++,41124,234,3,18,,,,,,,,
https://github.com/ytongbai/ViTs-vs-CNNs,[NeurIPS 2021]: Are Transformers More Robust Than CNNs? (Pytorch implementation & checkpoints),,161,Python,12227,88,0,6,,,,,,,,
https://github.com/yizhou-wang/RODNet,RODNet: Radar object detection network,,192,Python,5808,77,0,5,,,,,,,,
https://github.com/facebookresearch/PyTorch-BigGraph,Generate embeddings from large-scale graph-structured data.,https://torchbiggraph.readthedocs.io/,3302,Python,10456,63,0,3,,,,,,,,
https://github.com/neuralchen/SimSwap,An arbitrary face-swapping framework on images and videos with one single trained model!,,3818,Python,5322,62,0,53,,,,,,,,
https://github.com/cilinyan/PiClick,Official PyTorch implementation of PiClick: Picking the desired mask in click-based interactive segmentation.,,23,Python,17581,172,0,3,,,,,,,,
https://github.com/sign-language-translator/sign-language-translator,Python package to bridge the communication gap between the hearing-impaired and the hearing community using Artificial Intelligence. ,,19,Python,5089,90,0,8,,,,,,,,
https://github.com/Kthyeon/FINE_official,"NeurIPS 2021, ""Fine Samples for Learning with Noisy Labels""",,33,Python,7755,89,0,73,,,,,,,,
https://github.com/clin1223/VLDet,[ICLR 2023] PyTorch implementation of VLDet ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿,,153,Python,81862,865,0,6,,,,,,,,
https://github.com/tensorflow/hub,A library for transfer learning by reusing parts of TensorFlow models.,https://tensorflow.org/hub,3408,Python,8764,52,0,0,,,,,,,,
